Sample1	Sample2	Sample3	Sample4	Sample5
USP17L28	0	0	4.16735e-05	1.0727e-06	0
KRTAP21-3	0	0	0	0	0
OR5H1	0	0	0	0	0
PLSCR5	0	0.0154501	0	0	0
C17orf105	0.0753908	0.127303	0.156795	0.222988	0.181411
SBK3	0.1565266	0.308639	0.242108	0.78172	0.0670876
HLA-DPA1	684.443045	324.84808	295.49772	388.49884	129.687504
USP17L10	0	0	0	0	0
RPS18	2473.424	2682.0561	3003.9294	2185.5893	3686.6335
USP17L29	0	0	4.16735e-05	1.0727e-06	0
DIRC3	0.0673565	0	0	0	0.0583311
TSPAN19	0.617149	0.3896208	0	0.07663914	0.802071
C18orf42	0	0	0	0	0.064908
CYP21A2	0.53705	0.638879	0.130467	2.095856	1.200748
OR5K2	0.029945	0.255879	0.0316184	0	0
PRH1	0.5567434	1.089158	1.0913530626508	2.013516	1.278949
PSG1	0	12.65676	0.0494751	0.0151769	0
TAPBP	207.7452	113.2550363	153.8403415	210.3464285	86.8738721
MAGEB6P1	0	0	0	0	0
SCAND3	0.0377887	1.84282	0.361049	1.23943	0.0788729
TMEM253	0.972027	0.565664	0.125203	1.795797	0.258654
TMA7	209.055	207.871	202.033	171.646	142.24
MCTS1	21.629026	51.707439	50.128987	44.154127	41.364527
DYTN	0	0	0	0.0222585	0
MTRNR2L4	0.657202	0.602898	0.408325	0.661107	0.698237
ASCL5	0.218623	2.0166857	1.33968	0.336061	0.5678
TMEM114	0	0	0.109537	0	0
KRTAP25-1	0	0	0	0	0
USP17L24	0	0	4.16735e-05	1.0727e-06	0
OR52I1	0	0	0	0	0
OR5K1	0	0	0	0	0
LINC00493	30.37694	54.400137	55.794757	52.621626	31.725978
USP17L13	0	0	0	7.37341e-06	0
PRAMEF6	0	0	0	3.56606e-06	0
C9orf172	1.00799	0.528114	1.44181	0.914174	3.68174
HLA-DQB2	141.320849	106.253081	40.854656	68.343245	116.099253
GOLGA8N	2.2336644	6.36642	2.03047	2.84464	3.13791
TNF	1.57116	1.21009	1.05394	0.53712	1.47902
PET117	3.76501	5.90856	7.5857	12.8557	4.24953
LYRM9	13.935583	11.11836	4.210608	8.300531	8.436736
PHGR1	0.0956721	0	0	0.850882	0.0827814
USP17L11	0	0	7.95318e-05	1.05351e-06	0
RNF224	0.390022	0.687844	0.775548	0.716173	7.66014
NPIPB7	0.124618	0.0736204	0.0955142	0.340775	0.407286
GPX1	387.27688	395.5371	529.74667	303.30045	230.28806
OR5H15	0	0	0	0	0
BTBD18	0.017064	0	0	0.0150301	0.0223479
AC109829.1	0.515571	0.207522	0.291149	0.175086	0.568927
TMEM238	3.6869	5.42272	12.4325	3.45846	5.46438
TWIST2	0.300265	3.445071	3.6813886	0.983824	0.718562
PIRT	0	0	0	0.0056501	0
PRR23C	0.141666	0.132298	0.0995831	0.166028	0.134391
AC092835.2	0.1668194	0.504744	0.444686	0.440379	0.221935
TRIM49D2P	0	0	0	0.105767	0
TSPY4	0	0	0	0	0
IFNA13	0	0	0	0	0.0481892
HIST1H2BN	1.632741	2.376354	0.7919545	2.834184	4.692399
POTEB	0	0	0	0	0
RPS28	46.784	139.696	151.75	101.626	115.154
CTXN2	0	0	0	0.0319449	0
RP11-169K16.7	0.46651	0.727988	0.512591	1.00261	2.57617
PAGE2	0.143611	0.254842	0	0.136089	0.33803
TRIM26	17.343405	24.005	18.644242	35.161199	25.90251
TMEM229A	0	0.0258427	0.0123212	0.0103145	0
PRR20E	0	0	0	0.00589158	0
ZNF879	1.743225	2.034477	1.265044	1.590851	5.23278
H2BFS	52.46	128.085	29.2774	114.142	178.892
AC006547.14	1.34646	0.979495	0.173417	0.125678	0.577243
RBMY1A1	0	0	0	0	0
KBTBD13	0	0	0.0172665	0	0
ZNF736	1.25336	4.3022565	2.9252901	3.1661686	11.5168346
PINLYP	1.312929	2.015901	4.323588	1.045835	0.9619205
AC002365.1	0	0	0.0321185	0.054178	0.0787303
FAM133B	8.078531	21.202877	10.8252655	10.928106	13.8480178
OR10G8	0	0	0	0	0
MCIDAS	0	0.101466	0.180877	0.0597312	0.0112273
JRK	2.612055	2.7049300652796	2.509559	2.9179918	2.952077
RP11-166B2.1	0.794444	0	0.206884	0.628283	0.3188337
HLA-B	3623.82	1098.89	3600.95761	2387.83	718.7798771
C11orf94	0.0294857	0	0	0.0285412	0
IFNA17	0	0	0	0	0
APOC2	25.839199	26.070891	14.048416	14.81597	3.852027
SHISA8	0.0308991	0.078546	0.0329974	0.0136205	0.0135066
C19orf81	0	0.84881	0	1.47605	0.34715
ANKRD65	15.140532	35.5064	43.58462	3.796513	22.66206
ZSCAN31	3.243520462898	13.348546	7.7373480191335	4.964952074088	15.6503105089827
TMEM30C	0	0	0	0	0
C12orf75	2.708305	6.506017	4.86173	22.41291	1.34432
SMIM1	10.003667	9.706807	7.045285	4.619068	6.78322
FAM203A	0.660759	0.617623	1.63442	1.50896	0.696082
PPP1R3E	2.375991	3.3963183	1.315453	2.944452	4.065602
KDM4E	0	0	0	0.0384105	0
RPEL1	0	0	0	0.0126395	0.0243559
NFAM1	4.80867	5.04829	3.50056	2.18571	1.55794
NKX1-1	0	0	0	0	0
RNF148	0.202756	0.169358	0.261187	0.663165	0.25318
ANKRD34C	0.00529496	0.0170766	0.0110628	0	0.00457864
MFRP	0.00838952	0.00983562	0	0.00735116	0.00739575
KIAA0040	7.9161373	16.6766729	12.273435	13.274149	2.837056818
USP17L27	0	0	4.16735e-05	1.0727e-06	0
B3GALT4	8.93911	12.1063	8.24078	15.462	8.12011
LCE6A	0	0	0	0	0
PNMA6C	1.90794	6.29968	0.856826	0.66474	2.37374
PATE3	0	0	0	0	0
OR5H14	0	0	0	0	0
ZBTB22	11.97853	11.7744	7.74763	8.48366	7.28
USP17L4	0	0	0	0	0
CT47A3	0	0	0	0	0
CLEC2L	0	0.159227	0.0764497	0	0.0158752
ZBED5	13.3405992	23.128184	19.52566	21.139173	14.257635
SLFN14	0.190886	0.0733806	0.0103807	0.115164	0
PPIAL4G	0.247947	0.146077	0.0895915	0.268991	0.133708
GAGE12F	0	0	0	73.0829	0.256735
CT47A1	0	0	0	0	0
TAS2R39	0	0	0	0	0
TSPY10	0	0	0	0	0
CT47B1	0	0	0	0	0
ZNF853	1.77154	6.67251	2.57752	1.13292	1.78701
IFNA4	0	0	0	0	0
ARHGEF38	3.92185	4.3492576	3.226176	3.064557	4.891584
GAGE12B	1.87826	0	5.45284	0	1.1659
CTAGE9	0	0.0409387	0	0	0.0758219
RP11-96L14.7	0	0	0.0366349	0.149138	0.116114
C3orf84	0	0	0	0	0
OR10G9	0	0	0	0	0
USP17L8	0	0	0	0	0
TAAR9	0	0	0	0	0
C4orf51	0	0	0.0491437	0.0823467	0.0880657
B3GNT9	3.04525	10.7846	8.279	3.74371	6.05274
CDKN2AIPNL	12.555525	21.10748	20.79265	37.05719	19.56909
MBD3L5	0	0	0	0	0
CKMT1B	1.095272	1.99435878	11.434767	5.633304	8.63411
RNF223	0.308979	1.37405	1.76173	2.71214	1.44255
PATE4	0.146231	0.0749956	0.109443	0.2926717	0.264015
OR4A47	0	0	0	0	0
PRSS56	0	0	0	0.4286734	0
ZNF737	6.35946	9.2318068	3.364384	2.248761	7.741276
RGL2	4.27036	4.79667	1.79599	3.289758	4.88502
AC074212.3	0	0.0356787	0	0.584867	0.0431475
SHISA9	0.5695782	1.054939	0.5605856	1.1217461	0.825877
OR7E24	0.0239199	0	0	0	0
HLA-DQA2	92.8333	99.6592	21.7712	90.6403	22.5574
KIFC1	7.66073	8.520048	15.66712	27.920053	27.219357
C2orf74	14.037769	25.962277	25.568011	1.754882	13.108727
GAGE12C	0	0	0.293029	353.082	0.213253
IRGM	0.207513	0.198704	0.166783	0.0389959	0.122924
AMY1A	1.67645	2.799883	0.368931	0.2595	3.939102
FAM200B	1.540306	4.465051	3.781212	2.80566	2.3593
FAM231A	0	0	0	0	0.211152
CT47A5	0	0	0	0	0
TSPY6P	0	0	0	0	0
LRRC37A2	0.7770387	0.793659	0.1453413	0.337517	1.0031285
C9orf69	13.425073	15.663948	29.869397	18.4928937	23.928199
OR2W3	0	0.0993769	0.0323672	0	0
PAGE2B	0	2.12328	0	0.737923	0
TXNDC5	156.10203	121.469837	97.3997484	122.7862106	127.42156
GATSL3	5.174938	10.823851	2.54755	1.982816	3.71207730839
RNF103	7.78022	13.5667	10.8675	10.3048	7.22387
RBM14	14.137479	27.406372	26.131578	25.4687745	23.21861
ALKBH6	3.173003	5.834595	3.820258	4.225677	3.492475
ASB14	0.319397	0.261519	0.1054674	0.126492	0.3235165
PCDHA13	0.0577541	0.314161	0.0268912	0.285857	0.176803
KLHL41	0.189664	0.347201	0.144107	0.100815	0.340153
POM121L7	0.168803	0.331726	0.2841	0.263483	0.187861
GATS	0.0556324	0	0	0.2419416	0.0576169
OR1J4	0	0	0.396081	0.121427	0.179749
C2orf61	0	0.985075	0.104219	0.0293188	0
AC034228.7	0	0.54441	0.65245	0.563734	0
NME1	118.513868	125.506973	123.641868	154.171441	132.4585807
TNFSF12	5.85026	17.9721	18.5078	7.97873	3.23676
CDRT4	7.32143	8.31458	6.54893	9.31483	8.80733
APOBEC3G	28.2728	12.48355	10.77447	14.394825	5.6791
WBP1	50.29996	83.898815	49.346323	38.89017	57.687293
WI2-3308P17.2	0	0	0	0	0
DEFA3	0	0	4.19049	0.888434	0
GET4	45.49976	55.504939	48.016022	58.13058	73.02655
KRTAP9-2	0	0	0	0	0
C1orf226	3.693372	8.5670094	10.941227	13.8222073	5.216207
ADSL	17.8813685	51.19504	30.42831	44.802286	22.656476
LILRA4	0.467982	1.13594	0.249705	0.261911	0.0640148
LILRA2	0.852149	3.4630037	2.82812	1.100948	0.4022901
TEX35	0.5646655	0.398253	0.45871	0.609259	0.30649418
AMY2B	9.044443	11.940762	3.278766	3.1649411	5.467225
LY6G5B	7.54473	5.87128	3.07466	4.61194	12.74158
PSMB9	261.34412	53.476859	190.774033	314.041445	63.0515
PCDHGC3	18.067759	43.536737	25.220233	10.208893	15.168385
SMKR1	0.80814	1.49598	4.28362	9.00965	11.4948
UGT1A5	0	0	2.36877e-07	0	0.0952763
COX19	4.63917	7.24658	4.68858	3.58579	9.99354
DEFA1B	0	1.400896	3.81468	0	0.0349355
ACAD11	1.5187668	1.77707	1.1330205	1.2193	1.87734
PPIL3	8.44032	18.747833	11.421019	28.083597	10.11611
LCE1F	0	0	0	0	0
KIR3DL2	0.258111	0.126076	0.11745500118367	0.0214797	0
KRTAP13-3	0	0	0	0	0
TNFRSF13B	1.4469	1.010679	0.241848	0.331736	0.537098
KRTAP9-1	0	0.129339	0	0	0
L1TD1	0.199542	0.393824	0.0744818	0.0567427	0.0878713
C1QTNF9	0.0592059	0.179271000356908	0	0.0855712	0.059018900123392
ISY1	16.035248	29.177421	18.664031	27.366807	24.614018
PNMA2	3.19932	4.53502	11.9019	0.433824	1.59555
LRRD1	0.14836	0.21436	0.1699697	0.0914719	0.3061507
PCDHGC5	0.419904	0.512634	0.0582249	0.0325738	0.270591
ARHGEF25	3.242987	7.07608	8.99528	3.004884	2.37675
TMEM189	15.03454	22.98076	15.61992	18.548257	23.49501
RDH14	7.72052	18.7432	11.8671	14.0272	7.6706
KRTAP4-7	0	0	0	0	0
PLCXD2	0.2085634	0.209918	0.14072677	0.226047	0.0319292
MIF	196.898	185.573	315.313	289.735	183.42
GVQW1	1.22687	0.885147	1.34529	1.25428	1.09539
NSUN6	4.845674	5.091782	3.904987	7.587653	5.4631
HLA-DOB	20.1256	3.84791	3.34277	21.385908	2.69977
UGT1A9	0	0	0	0	0
KRTAP10-5	0	0	0	0	0
YAE1D1	11.5101	23.933625	18.321888	15.6785045	23.676705
OR14A2	0	0	0	0	0
TDGF1	0.0940737	0.171192	0.242131	0.192585	0.347604
KRTAP5-8	0.0678864	0.0954486	0.0499628	0.0590788	0.234971
KRTAP4-16P	0	0	0	0	0
CRCP	6.45575	22.787863	21.452518	19.274543	30.250288
CDRT1	0.113044	0.724535797	1.927138	0.9958089	0.3957246
RPL36A	944.225953	1582.107833	2287.487003	828.061312	2050.867381
PDXP	4.789794	7.2105	6.25144	6.66499	6.01349
RPP21	31.07108	46.89836	39.61088	86.75714	54.78439
CD302	4.77165	15.085701	8.197518	2.983823	11.1785
EGFL8	0.604783	1.60263	1.92020166333	2.398839	1.352057
ATP5J2	312.53367	484.14779	569.4689	577.5866	571.81898
SSX2	0.00489796	0	0.0195001	0	0.00941082
ARHGAP8	7.8984554	17.399129	13.5834	13.909856	13.44997
ARPC4	71.363906	97.779261	98.85589	79.66683	44.488852
CORT	0.240739	0.45795	0.172046	0.602365	0.83887
KRTAP9-4	0	0	0	0	0
KRTAP5-4	0	0	0	0.0406472	0.04068191
UGT1A8	0.157088	0.239987	0.123735	1.03661	0.251887
INMT	2.86381	45.4507	2.43245	4.03919	1.55578
ARPC1A	33.5821	174.89	133.371	101.614	181.759
TMEFF1	0	0.0772582	0.174986	0	0
SPRR2A	0	8.5746	0.350283	0	0
ATP5O	87.7943	182.8154	129.10111	266.8379	124.37182
PLEKHO2	14.51853	19.50185504	23.72768	12.339284	6.426814
C8orf58	3.4424277	7.641456	8.559098	6.33746682	3.224072
PISD	2.5784972	8.8434921	3.934224	4.55033330510061	2.4143187
HOGA1	0.277568	3.136065	0.3006568	0.885991	0.371428
PWP2	0.684785	13.5027	0.503263	19.924	13.1835321
PI4KA	11.24971	21.06261	14.67737	9.8106122	7.83056
AKAP2	7.0608512	40.0104844	14.1051802	6.5733885	7.8975776
KIR3DL3	0	0	0.0396591	0	0
HYPK	1.244344	1.945371	1.954877267	2.023347	1.2905586905
AMACR	3.494684	23.43419	23.72425	10.9843327	8.46537
MTFP1	10.62712	29.94171	20.15622	26.05656	13.46226
ARHGDIG	0.4217191	0	0	0.3215807	0.0568231
OR51B5	0	0	0	0.679984	0
TCP10L	0.497406	0.405758	0.2484891	1.097974	0.1105047
PSG2	0.0846021	0.135568	0.0896241	0	0.0365311
ARFGAP3	13.4058375	41.19945	28.073033	24.623352	19.565437
BGLAP	1.03835	0.93914	1.39068	0.394984	3.26541
C22orf39	9.52831	26.40622	18.16677	15.2765056	11.05476
PEG10	2.677521341791	13.82712568	65.3064122002831	0.760488217	11.7786551622
CT47A2	0	0	0	0	0
UGT1A1	0	0	0	0	0
EIF6	77.132387	203.7156	222.90744	197.7425	76.314112
RBMY1E	0	0	0	0	0
PCDHGC4	0.181695	0.3289828	0.1154637	0.045941400692827	0.144503
GTF2A1L	0.0188035	0	0.627508	5.421365	0.14742835
MRPL20	71.86938	114.49156	128.8968	139.4482	110.79257
C15orf38	7.43002	10.0092861	6.96605	13.637435	13.169339
UGT1A10	0	0	0	0.1796498	0
SERPINB10	0.0847089	0.117084	0.0843866	0.1500988	0.1788138
HLA-DMB	166.94258	102.18155	74.33406	111.19418	36.961585
DECR2	4.582024	6.412572	7.6671123	22.423279	4.785155
GNG10	31.3112	60.1874	112.596	38.8367	43.4034
CNTF	0.147054	0.332228	0.108223	0.340053	1.04691
CCDC169	0.5130551	0.667248	1.3176336	1.55116811	0.5445489
RGAG4	0.083171	0.225198	0.0675353	0	0.109504
AP5Z1	11.6726	18.9247	21.1787	18.7308	22.7445
STRC	0.0227067	0.095483	0.0579716	0.4280424	0.0331852
RBMY1B	0	0	0	0	0
ERVW-1	0.501053	0.812115	0.492092	0.734627	0.507895
EIF4EBP3	15.0038	24.694	12.7356	9.18116	13.5528
PRAMEF4	0	0	0	0	0
PSG11	0	0	0	0	0
UGT1A3	0	0	4.41739e-08	0.69002	0.0026809
PSG4	0.358146	0	0.388274	0.828559	0
MRPL33	105.8621	250.5891	156.6443	99.7157	95.8051
MICAL3	2.2039928	11.9035327	4.0784809	3.9396743	3.8312487
PPAN-P2RY11	0.334366	0.649967	0.362122	0.0538485	0.975809
PCDHAC2	0.689365	0.923345	0.231963	2.06072	0.363757
STON1	1.247905	3.785151	2.524141	1.360609	0.638935
PGBD3	0.381874	1.73556	0.710539	1.24584	0.893887
PRAF2	36.013038	43.4791	59.63219	11.896805	31.09455
VSIG8	0.270646	0.162925	0.414038	0.581902	0.170987
C7orf73	11.5814	36.1586	31.7677	34.5486	37.5042
KCTD7	3.47274	5.78758	5.65881	4.374965	7.28669
EFNA4	20.876055	25.95518	19.16631	14.26399	59.259677
TICAM2	1.89658	3.05104	4.33967	1.53642	1.34295
AF165138.7	0.517203	0.293639	0.837895	0.0979239	3.46484
PALM2	0.0996083	0.818917	0.242666	0.0966684	0.607029
C4orf48	18.03653	24.00867	22.70495	17.60304	20.49406
NAT6	8.39895	9.118265	9.37538329583	6.40126	7.948911
AMY2A	0.0767559	0	0	0	0
KRTAP10-11	0	0	0	0	0
TNFRSF6B	2.78929	9.34964	21.6381	1.90592	2.44712
WFDC6	0	0.0609892	0	0	0.2110142
UPK3B	0.4616838	90.4105	3.319392	8.84506	9.82282
AP000322.53	0.0529773	0.199767	0.0700738	0	0.0346047
IL10RB	31.4018	49.5727	41.619	30.4519	56.8912
ZNF487	0.899839	1.891797	2.164812	4.40736	3.985089
WDR92	6.10248	11.00627623	7.513449	9.547902	8.025497
NME1-NME2	383.13304	565.57769	740.14111	517.33089	473.38498
PLA2G4B	0.41613	0	1.74204	0.344389	0
LEFTY1	0.0996488	0.589558	0.359885	0.486781	0.198112
WDR65	0.27595041	1.95156	0.1588	0.8344139	0.325968
NPIPB5	64.572672	43.27536546	29.54559482947	62.167858818	108.33660424
TTC4	1.75727	7.48865	4.85521	6.37182	3.77084
OR5V1	0	0	0	0	0
ZMYM6NB	30.4645	45.2379	38.4351	34.1075	32.2918
KIR2DL3	0.229369	0.0369402	0.058646	0.0148397	0.014725
JMJD7	5.25931	11.023785	5.782398	5.266999	4.359351
APOBEC3D	8.16239	5.853505	4.27579	6.96391	3.88398062885
OR2A7	0.371177	3.65815	5.54986	5.8652	2.75108
TUBA4B	0.0696777	0.283449	0	0.0901707	0.348798
MRPS6	89.675	83.9809	59.8412	53.8538	50.9801
ZNF512	8.105911	17.8207536	9.09359000556499	10.5304786	10.198352929
GSTA1	0	2.9782	0	2.1598	1.25599
RGAG1	0.019129	0.041346	0.0200618	0.0169762	0.00847332
ACY1	16.6357277477	23.32567	21.68216	33.210012	17.914815
NFS1	7.926943023342	19.969829	13.79142	22.724077	6.82294
MT1HL1	0	0	0	0	0
KRTAP19-3	0	0	0	0	0
DDOST	97.980330437031	198.89753	143.359498	267.49279	186.271004
TMEM199	12.69795	16.53937	10.73051	14.00858	9.72618
LCE3C	0	0	0	0	0
GSTA2	0.354106	0.0726277	0.0235817	10.4325	0.10232
SPRR2F	0	2.87503	0	0	0
DNAJC25-GNG10	6.31549	10.2648	27.9343	7.37819	7.09699
UGT1A7	0	0.012659	0.076076	0.0423263	0.0306885
P2RY11	4.52993	5.49849	6.47035	4.19016	7.4381
TMEM141	48.9023	53.2448	80.7056	84.2747	50.0858
IFITM10	5.80551	5.493	16.6147	2.1846	6.64042
DBNDD2	38.652	34.1056686	55.108275716	69.922336	11.72368215951
LY6G6D	0.118796	0	0	0	0
KRTAP19-7	0	0	0	0	0
RBMY1D	0	0	0	0	0
ETV5	10.5662376	28.480275	7.54387	5.7863	15.210973
KRTAP5-7	0.0374944	0	0.0413215	0.0165159	0.0162945
CFHR1	0	0	0	0.24514784183	0
RBM12	11.939133	21.220671	19.832225	21.596513	14.047945
UGT1A4	0	0	0	0.0838722	0
ERVFRD-1	0.0546637843	0.134935856	0.040936612	0.021397066525	0.101906111
LILRA6	1.324357	1.87291	1.772863	1.320127	0.313903
SCARF2	2.5639626	4.84477	14.5651958	2.2701679	2.72988
APOBEC3C	21.337	32.6931	18.4372	22.5341	14.13
KRTAP4-2	0	0	0	0	0
RAD21L1	0.0169556	0	0.0332521	0.586588	0
CCDC13	0.044066	0.0267079	0	0.0858701	0.044537
ASPRV1	0.294152	0.643469	0.440463	0.626174	0.189816
OR2AE1	0	0	0	0	0.124141
KRTAP20-1	0	0	0	0	0
FCGR2C	4.2118315	1.576736	5.826657	1.0888553	1.25667
UBE2V1	41.71870808409	86.0113219122471	58.575206310198	77.812085	92.6464920006334
CTAGE8	0.512793	7.58904	2.03193	6.31328	9.82201
PTCHD4	0.0204402	0.494884	0.2186297	0.433699	0.1051729
C4A	54.1131425	29.3496	6.17367	76.9157	42.745
HBB	29.935	215.115	16.8988	3.02203	9.25129
CRYBB2	0.140884	0.255782	0.30013	0.304029	0
N4BP2L2	9.544119	13.323313	12.081359	13.302567	7.966828
ZNF585B	2.217321	2.672568	4.2158657	2.565132	2.1816079
CEBPA	6.48685	16.516	1.8778	2.19244	2.77311
H2AFJ	99.2392	76.3637	106.78	76.2503	82.7261
UBAP1L	0.0631043	0.196294	0.344792	0.294962	0.420678
PGAM5	11.477315	15.908063	19.143458	32.373994	24.304121
AL034548.1	4.05339	7.05627	6.34016	6.66003	5.60091
SPTY2D1-AS1	4.437192	6.537411	3.4962358	11.067712	3.356142
TWF2	35.720062	42.867712	46.317924	25.673505	24.8976
MARS2	1.62985	4.04041	3.95302	6.13426	2.07145
USP51	0.331875	1.79381	0.27956	0.948327	0.43719
BCKDHA	12.111828	47.7794	73.76093	20.969722	23.44191
INSL3	0.485219	0.874096	1.14538558	0.6829436	1.114467
ADH1C	0.2026618	1.399692	1.046195	28.82984	0.2308556
TRIM39-RPP21	0	0	0	0.173678	0
AC037459.4	0.15317	0.0800884	0.5928174	0.287907	0
RP11-366M4.3	0.1507572	0.0811948	0.994963	0.959556	0.181924
CDK11B	18.640764	23.8492595	20.680695	32.5885866	31.575437
PCDHAC1	0.763587	0.400738	0.1438707	3.067224	0.517366
TARM1	0.0926207	0.149204	0.120608	0.0609508	0.11758
PRR5-ARHGAP8	0.6814725	0.957103	0	0.607914	1.40088
POU5F2	0	0	0.04773	0.0166745	0.0397825
PCP4L1	141.881	34.6369	1.62121	0.216056	39.5813
ABHD14A	17.558042	18.774664	15.9396502	23.75391	14.273377
TMEM110-MUSTN1	0.42962	0	0.120337	0.386506	0.639616
RBM14-RBM4	0.0846654482	0.0924145	1.015902	0.531921	0.737645
LY75-CD302	0.0189061	0.0432131	0.0277483	0.0150273	0
CCDC153	0.3868123	2.202863	0.808629	3.6609	0.504789
RP11-766F14.2	0.0778755	0.39779	0	0.00833888	0.409969
ACTN3	1.26196	0.0172122	0.0742085	0.0275555	0.0332423
RP1-130H16.18	0	0.11977	0	0.124823	0
TNFSF12-TNFSF13	3.11412	2.12558	1.63817	2.86294	1.03419
FMN1	1.4906064	5.532185	7.1427671	4.5908385	1.7785386
ATP5J2-PTCD1	1.94052	5.58347	3.62767	7.56464	5.10672
USP17L19	0	0	0.000688419	0.00017184	0
USP17L22	0	0	0.000141351	5.66955e-06	0
XXbac-BPG181M17.5	1.58466	0.331183	0	0.220407	0
USP17L17	0	0	0	1.1936e-05	0
HAUS5	1.846044	5.395725	7.32081	3.443235	3.206208
EPPIN-WFDC6	0	0	0	0	0
RP11-514O12.4	0.578296	1.22133	0.917529	0.83309	0.211597
PCDHA11	0.5410786	1.156936	0.0551749	1.209887	0.0987444
AP000304.12	0	0.162205	0	0	0
ATP5L2	0.268062	0.170654	0	0.344861	0.326651
AC069368.3	0	0	0.0725163	0.0593616	0
TMEM150C	4.4973435	14.500627	2.601947	3.58066	4.0081761
AC068533.7	0.628241	1.94756	1.08907	2.58754	2.30499
RP11-503N18.3	0.0496737	0.0184431	0.0495524	0.138647	0.187048
NAIP	5.16593814485	4.90373567633	3.4806603667	0.791894013863	2.65435620013251
ZNF286B	0.3617873	1.51313	0.5713378	0.256654	0.7908117
ZNF324B	3.403129162	1.894667	4.373476	1.541112	1.980726
SPATS1	0	0	0.0495165	0	0
CLRN2	0	0	0	0	0
RP4-539M6.19	1.615656	7.29082	0	0.965684	1.80184
AP000295.9	0.284511	0.573471	0	0	0.149545
THEGL	0	0.0908046	0.390068	0.0847874	0.221722
ZNF564	2.277127	2.9742275	2.195903	2.40992	2.858826
FER1L5	0.0472552	0	0	0.0815513	0.0174836
ECSCR	9.47177	25.6651	9.93627	8.25011	6.01332
USP17L21	0	0	9.04093e-05	0	0
HS3ST5	0	1.958261	0.0103722	0.061718	0.1357473
MTRNR2L5	0	0	0	0	0
LGALS16	0	0	0	0	0
RNF103-CHMP3	0.176278	0.708401	0.821514	1.21798	0.71597
PDCD6	87.238144	154.08217	186.389988	215.719684	184.464251
GOLGA8K	0.186828	0.293283	0.116445	0	0
GBA3	0.155143	0.1319908	0	0	0
CCDC79	0.708188	0.435497	0.377935	0.8219282	1.0939378
TMEM158	0.804518	4.69129	17.4881	2.7689	1.64018
C15orf38-AP3S2	5.46834	13.3326777	9.68746	20.5495	8.27076
YJEFN3	0	0.658213	0.0837697	0.395914	0.352035
DNAH10OS	1.9147	0.517203	0.908699	0.402035	0.952809
PCDHA10	1.504584	0.4313841778	0.1127464339	0.153799	0.1885545
ARPC4-TTLL3	0.946928	0.544279	1.21859	0.908057	0.122117
PTTG2	0.0509561	0.108046	0.053886	0.133974	0
KIAA1456	0.26156	0.7399921	0.342718	0.3752564	0.4135
ZNF718	2.388081	3.57939	3.352206	3.9409	2.186621
SMIM20	15.941161	31.791622	37.120222	50.588954	24.063822
TM4SF2	0	0	0	0	0
GYPB	0	0	0	0	0
KIAA1210	0.0397756	0.0452411	0.0253943	0.0482117	0.0324249
CHCHD10	76.774802	118.985459	83.19943	189.96378	58.882684
FAM218A	0.168074	0.319537	0.556162	1.51724	0.243193
CDK3	5.43941	9.43575	7.01905	6.41042	6.7951
GPR162	0.924617	4.336068	2.9260608	1.571056	1.410598
ATP6V1E2	1.483888	3.85181	1.322956	5.14779	4.26041
GLI4	5.794292	7.720411	6.9019702	23.54022	7.477701
IQCJ-SCHIP1	8.198375024	16.389326	13.9610405	7.5572462	16.357896
MEGT1	0	0	0	0.0551767	0
RP11-295K3.1	11.8717	5.23386	17.2892	4.86377	4.68798
CCDC169-SOHLH2	0.0362735	0.0286936	0	0.291173	0.289282
RP11-322N21.2	0	0	0	0	0
SEPP1	87.231711	197.294219	56.88008	112.228927	46.487907
NT5C1B-RDH14	0	0	0	0	0.0620788
USP17L20	0	0	5.09396e-05	4.45938e-07	0
PRODH2	0	0	0	0.1069523	0
USP17L18	0	0	0.000343895	5.50312e-05	0
USP17L23	0	0	0	0	0
RP11-484M3.5	0	0	0	0	0
RP11-101E3.5	0	0	0	0	0
ZNF674	1.773304	1.688207	1.5758289	1.12231	1.46624
TMED7-TICAM2	0.2358963	2.445558	2.17928	0.4865136	0.696375
ZNF345	1.353992	4.818708	2.766759	2.309686	1.978292
RFPL4B	0	0	0	0	0
ALG1L2	0.0511319	0	0.114293	0.242792	0.2827
SHANK3	2.3432	9.04818	1.9226273	2.64417	2.81429
MSANTD3-TMEFF1	0.246139	2.62858	2.25255	1.17609	0.74444
AP000350.10	0.24348	0.782102	0.457104	0.358361	0.19371
ZNF550	2.241972	1.954389	4.604515	3.594559	2.469671
C5orf20	0.309947	0.0960251	0.042991	0.0305028	0.158835
FOXD1	0.0338213	3.43068	1.03323	0.170843	0.0264817
APITD1-CORT	0.133472	1.288755	1.5732018	2.824116	0.664117
RP11-385D13.1	0.0846211	0.091357	0.352813	0.123768	0.133113
RP11-724O16.1	0	0	0.150957	0.0442107	0
PRB1	0	0	0	0.0389351	0.0384314
PCDHA12	0.8687201	1.515146	0	0.956492	0.0990357
PTX4	0.0223323	0.0243868	0.0172503	0	0.0193638
RGS21	0	0	0	0.0450243	0
PCDHGA12	0.779902	0.974073	0.5270843	0.4962478	0.359309
C8orf88	0.536251	1.32048	1.14044	0.467848	0.752291
CTC-534A2.2	0.78638	2.070917	2.332563	3.31272	1.419532
